"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3841","POST with POJO serialization","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_withPojo_shouldSerializeAndEcho"
"","3850","GET with query params echoes them back","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_withQueryParams_shouldEchoParams"
"","669","Hover over third profile to reveal name","Web Test Suite","Sat Mar 28 10:47:06 UTC 2026","passed","Sat Mar 28 10:47:07 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_thirdProfile_shouldShowName"
"","1431","Drag column A to column B using JavaScript workaround","Web Test Suite","Sat Mar 28 10:47:05 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_shouldSwapHeaders"
"","4848","Chain multiple requests and validate data flow","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:48 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_multiStep_shouldMaintainDataIntegrity"
"","2088","Toggle second checkbox and verify state change","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:58 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleSecond_shouldChangeState"
"","3807","Content-Type header is sent correctly","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_contentType_shouldBeJson"
"","918","Hover over first profile to reveal name","Web Test Suite","Sat Mar 28 10:47:06 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_firstProfile_shouldShowName"
"","1363","Drag and swap back to original positions","Web Test Suite","Sat Mar 28 10:47:05 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_thenBtoA_shouldRestoreOriginal"
"","1594","Accept a JS alert and verify result text","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:03 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsAlert_accept_shouldShowSuccessResult"
"","2647","DELETE /delete returns 200","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","delete_shouldReturn200"
"","2056","Toggle first checkbox and verify state change","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:58 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleFirst_shouldChangeState"
"","6854","Wait for element to be rendered after clicking start","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:07 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example2_shouldRenderElement"
"","3694","POST user validates against JSON schema","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.SchemaValidationTest","API Tests","ra.hul.tests.api.SchemaValidationTest","postUser_shouldMatchJsonSchema"
"","3305","Verify logout after successful login","Web Test Suite","Sat Mar 28 10:47:03 UTC 2026","passed","Sat Mar 28 10:47:07 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_thenLogout_shouldReturnToLoginPage"
"","3849","POST /post with JSON body returns 200 and echoes data","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_withJsonBody_shouldReturn200AndEchoData"
"","1963","Open new window and verify heading","Web Test Suite","Sat Mar 28 10:47:04 UTC 2026","passed","Sat Mar 28 10:47:05 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_openNew_shouldShowNewWindowHeading"
"","1","Type text into iFrame editor","Web Test Suite","Sat Mar 28 10:46:45 UTC 2026","unknown","Sat Mar 28 10:46:45 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_typeText_shouldUpdateContent"
"","1710","Switch back to original window after opening new one","Web Test Suite","Sat Mar 28 10:47:05 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_switchBack_shouldReturnToOriginal"
"","2933","Read text content from an iFrame","Web Test Suite","Sat Mar 28 10:47:03 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_readContent_shouldReturnText"
"","3692","Data-driven: verify error messages for invalid credentials","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:00 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","805","Verify file download page loads and has download links","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:02 UTC 2026","ra.hul.tests.web.FileDownloadTest","Web Regression Tests","ra.hul.tests.web.FileDownloadTest","fileDownload_pageLoad_shouldShowDownloadLinks"
"","1155","Hover over second profile to reveal name","Web Test Suite","Sat Mar 28 10:47:05 UTC 2026","passed","Sat Mar 28 10:47:06 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_secondProfile_shouldShowName"
"","2645","POST /post response time should be within SLA","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.ResponseTimeTest","API Tests","ra.hul.tests.api.ResponseTimeTest","post_responseTime_shouldBeWithinSla"
