"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3450","POST user validates against JSON schema","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:25 UTC 2026","ra.hul.tests.api.SchemaValidationTest","API Tests","ra.hul.tests.api.SchemaValidationTest","postUser_shouldMatchJsonSchema"
"","4395","Data-driven: verify error messages for invalid credentials","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:46 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2364","Unauthenticated request to protected endpoint returns 401","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:24 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_noCredentials_shouldReturn401"
"","2364","GET /get response time should be within SLA","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:24 UTC 2026","ra.hul.tests.api.ResponseTimeTest","API Tests","ra.hul.tests.api.ResponseTimeTest","get_responseTime_shouldBeWithinSla"
"","2388","POST with empty body returns 200","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:24 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_emptyBody_shouldReturn200"
"","1676","Open new window and verify heading","Web Test Suite","Fri Mar 27 04:53:49 UTC 2026","passed","Fri Mar 27 04:53:51 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_openNew_shouldShowNewWindowHeading"
"","2358","Toggle first checkbox and verify state change","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:44 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleFirst_shouldChangeState"
"","702","Hover over third profile to reveal name","Web Test Suite","Fri Mar 27 04:53:52 UTC 2026","passed","Fri Mar 27 04:53:52 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_thirdProfile_shouldShowName"
"","1415","Type into JS prompt and verify typed text in result","Web Test Suite","Fri Mar 27 04:53:48 UTC 2026","passed","Fri Mar 27 04:53:50 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsPrompt_typeAndAccept_shouldShowTypedText"
"","1032","Verify file download page loads and has download links","Web Test Suite","Fri Mar 27 04:53:46 UTC 2026","passed","Fri Mar 27 04:53:47 UTC 2026","ra.hul.tests.web.FileDownloadTest","Web Regression Tests","ra.hul.tests.web.FileDownloadTest","fileDownload_pageLoad_shouldShowDownloadLinks"
"","982","Hover over second profile to reveal name","Web Test Suite","Fri Mar 27 04:53:51 UTC 2026","passed","Fri Mar 27 04:53:52 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_secondProfile_shouldShowName"
"","4483","Data-driven: verify error messages for invalid credentials","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:46 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","4215","Chain multiple requests and validate data flow","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_multiStep_shouldMaintainDataIntegrity"
"","2395","DELETE /delete returns 200","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:24 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","delete_shouldReturn200"
"","3906","Chain POST -> extract data -> GET with extracted data","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_postThenGetWithExtractedData"
"","3552","GET with query params echoes them back","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_withQueryParams_shouldEchoParams"
"","1694","Switch back to original window after opening new one","Web Test Suite","Fri Mar 27 04:53:50 UTC 2026","passed","Fri Mar 27 04:53:52 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_switchBack_shouldReturnToOriginal"
"","3512","GET /get returns 200 with URL in response","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:25 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_shouldReturn200"
"","7800","Wait for hidden element to appear after clicking start","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:49 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example1_shouldShowHiddenElement"
"","3544","Content-Type header is sent correctly","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_contentType_shouldBeJson"
"","2894","Select by value attribute","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:44 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectByValue_shouldWork"
"","3559","Basic auth with valid credentials returns 200","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_validCredentials_shouldReturn200"
"","1165","Drag and swap back to original positions","Web Test Suite","Fri Mar 27 04:53:51 UTC 2026","passed","Fri Mar 27 04:53:52 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_thenBtoA_shouldRestoreOriginal"
"Validates that a user can log in with valid credentials and sees the secure area","4683","Verify successful login with valid credentials","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:46 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_validCredentials_shouldShowSecurePage"
"","1715","Accept a JS confirm and verify OK result","Web Test Suite","Fri Mar 27 04:53:48 UTC 2026","passed","Fri Mar 27 04:53:49 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_accept_shouldShowOkResult"
"","4266","Data-driven: verify error messages for invalid credentials","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:46 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2182","Dismiss a JS confirm and verify Cancel result","Web Test Suite","Fri Mar 27 04:53:47 UTC 2026","passed","Fri Mar 27 04:53:49 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_dismiss_shouldShowCancelResult"
"","2359","Toggle second checkbox and verify state change","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:44 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleSecond_shouldChangeState"
"","3046","Select Option 1 from dropdown","Web Test Suite","Fri Mar 27 04:53:41 UTC 2026","passed","Fri Mar 27 04:53:44 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption1_shouldBeSelected"
"","3512","PATCH /patch echoes the sent body","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:25 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","patch_shouldReturn200AndEchoBody"
"","3560","Custom headers are echoed back by /headers","API Test Suite","Fri Mar 27 04:53:22 UTC 2026","passed","Fri Mar 27 04:53:26 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_customHeaders_shouldBeEchoed"
