"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2116","Switch back to original window after opening new one","Web Test Suite","Sat Mar 28 10:41:40 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_switchBack_shouldReturnToOriginal"
"","2040","Drag and swap back to original positions","Web Test Suite","Sat Mar 28 10:41:40 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_thenBtoA_shouldRestoreOriginal"
"","7391","Wait for element to be rendered after clicking start","Web Test Suite","Sat Mar 28 10:41:35 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example2_shouldRenderElement"
"","1377","Verify file download page loads and has download links","Web Test Suite","Sat Mar 28 10:41:36 UTC 2026","passed","Sat Mar 28 10:41:37 UTC 2026","ra.hul.tests.web.FileDownloadTest","Web Regression Tests","ra.hul.tests.web.FileDownloadTest","fileDownload_pageLoad_shouldShowDownloadLinks"
"","5065","Data-driven: verify error messages for invalid credentials","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:36 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2553","Select Option 1 from dropdown","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:33 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption1_shouldBeSelected"
"","3469","POST /post with JSON body returns 200 and echoes data","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_withJsonBody_shouldReturn200AndEchoData"
"","2444","Select by value attribute","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:33 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectByValue_shouldWork"
"","2131","Drag column A to column B using JavaScript workaround","Web Test Suite","Sat Mar 28 10:41:40 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_shouldSwapHeaders"
"","2195","Accept a JS confirm and verify OK result","Web Test Suite","Sat Mar 28 10:41:35 UTC 2026","passed","Sat Mar 28 10:41:38 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_accept_shouldShowOkResult"
"","2509","Unauthenticated request to protected endpoint returns 401","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:19 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_noCredentials_shouldReturn401"
"","4084","Chain POST -> extract data -> GET with extracted data","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:21 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_postThenGetWithExtractedData"
"","2431","DELETE /delete returns 200","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:19 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","delete_shouldReturn200"
"","1741","Dismiss a JS confirm and verify Cancel result","Web Test Suite","Sat Mar 28 10:41:36 UTC 2026","passed","Sat Mar 28 10:41:38 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_dismiss_shouldShowCancelResult"
"","1695","Hover over first profile to reveal name","Web Test Suite","Sat Mar 28 10:41:40 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_firstProfile_shouldShowName"
"","2450","Toggle second checkbox and verify state change","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:33 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleSecond_shouldChangeState"
"","1851","Verify checkboxes page loads with 2 checkboxes","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:33 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkboxes_pageLoad_shouldShowTwoCheckboxes"
"","3455","Custom headers are echoed back by /headers","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_customHeaders_shouldBeEchoed"
"","7525","Wait for hidden element to appear after clicking start","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:38 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example1_shouldShowHiddenElement"
"","2431","POST /post response time should be within SLA","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:19 UTC 2026","ra.hul.tests.api.ResponseTimeTest","API Tests","ra.hul.tests.api.ResponseTimeTest","post_responseTime_shouldBeWithinSla"
"","3287","Read text content from an iFrame","Web Test Suite","Sat Mar 28 10:41:39 UTC 2026","passed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_readContent_shouldReturnText"
"","3473","Basic auth with valid credentials returns 200","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_validCredentials_shouldReturn200"
"","2","Type text into iFrame editor","Web Test Suite","Sat Mar 28 10:41:20 UTC 2026","unknown","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_typeText_shouldUpdateContent"
"","2427","POST with empty body returns 200","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:19 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_emptyBody_shouldReturn200"
"","3429","GET /get returns 200 with URL in response","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_shouldReturn200"
"","3425","Content-Type header is sent correctly","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_contentType_shouldBeJson"
"","2199","Accept a JS alert and verify result text","Web Test Suite","Sat Mar 28 10:41:35 UTC 2026","passed","Sat Mar 28 10:41:38 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsAlert_accept_shouldShowSuccessResult"
"","3426","PUT /put echoes the sent body","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","put_shouldReturn200AndEchoBody"
"","4365","Verify logout after successful login","Web Test Suite","Sat Mar 28 10:41:38 UTC 2026","failed","Sat Mar 28 10:41:42 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_thenLogout_shouldReturnToLoginPage"
"Validates that a user can log in with valid credentials and sees the secure area","3831","Verify successful login with valid credentials","Web Test Suite","Sat Mar 28 10:41:37 UTC 2026","failed","Sat Mar 28 10:41:41 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_validCredentials_shouldShowSecurePage"
"","3463","POST with POJO serialization","API Test Suite","Sat Mar 28 10:41:16 UTC 2026","passed","Sat Mar 28 10:41:20 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_withPojo_shouldSerializeAndEcho"
"","2257","Upload a text file and verify the filename is displayed","Web Test Suite","Sat Mar 28 10:41:36 UTC 2026","passed","Sat Mar 28 10:41:38 UTC 2026","ra.hul.tests.web.FileUploadTest","Web Regression Tests","ra.hul.tests.web.FileUploadTest","fileUpload_textFile_shouldShowUploadedName"
"","2901","Select Option 2 from dropdown","Web Test Suite","Sat Mar 28 10:41:31 UTC 2026","passed","Sat Mar 28 10:41:34 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption2_shouldBeSelected"
