"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1317","Accept a JS confirm and verify OK result","Web Test Suite","Thu Mar 26 17:20:51 UTC 2026","passed","Thu Mar 26 17:20:53 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_accept_shouldShowOkResult"
"","4252","PUT /put echoes the sent body","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","put_shouldReturn200AndEchoBody"
"","4303","POST /post with JSON body returns 200 and echoes data","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_withJsonBody_shouldReturn200AndEchoData"
"","649","Verify file download page loads and has download links","Web Test Suite","Thu Mar 26 17:20:51 UTC 2026","passed","Thu Mar 26 17:20:52 UTC 2026","ra.hul.tests.web.FileDownloadTest","Web Regression Tests","ra.hul.tests.web.FileDownloadTest","fileDownload_pageLoad_shouldShowDownloadLinks"
"","1169","Drag and swap back to original positions","Web Test Suite","Thu Mar 26 17:20:55 UTC 2026","passed","Thu Mar 26 17:20:56 UTC 2026","ra.hul.tests.web.DragAndDropTest","Web Regression Tests","ra.hul.tests.web.DragAndDropTest","dragAndDrop_AtoB_thenBtoA_shouldRestoreOriginal"
"","4257","PATCH /patch echoes the sent body","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","patch_shouldReturn200AndEchoBody"
"","4250","GET /json returns valid JSON body","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_json_shouldReturnValidJsonBody"
"","4551","Chain POST -> extract data -> GET with extracted data","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_postThenGetWithExtractedData"
"","3097","Basic auth with invalid credentials returns 401","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:38 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_invalidCredentials_shouldReturn401"
"","1362","Verify checkboxes page loads with 2 checkboxes","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:47 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkboxes_pageLoad_shouldShowTwoCheckboxes"
"","3870","Data-driven: verify error messages for invalid credentials","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:50 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2242","Select by value attribute","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:48 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectByValue_shouldWork"
"","1686","Type into JS prompt and verify typed text in result","Web Test Suite","Thu Mar 26 17:20:52 UTC 2026","passed","Thu Mar 26 17:20:54 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsPrompt_typeAndAccept_shouldShowTypedText"
"","2644","Select Option 2 from dropdown","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:49 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption2_shouldBeSelected"
"","1949","Toggle second checkbox and verify state change","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:48 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleSecond_shouldChangeState"
"","2113","Upload a text file and verify the filename is displayed","Web Test Suite","Thu Mar 26 17:20:51 UTC 2026","passed","Thu Mar 26 17:20:53 UTC 2026","ra.hul.tests.web.FileUploadTest","Web Regression Tests","ra.hul.tests.web.FileUploadTest","fileUpload_textFile_shouldShowUploadedName"
"","4220","Data-driven: verify error messages for invalid credentials","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:50 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","4303","Custom headers are echoed back by /headers","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_customHeaders_shouldBeEchoed"
"","1445","Switch back to original window after opening new one","Web Test Suite","Thu Mar 26 17:20:55 UTC 2026","passed","Thu Mar 26 17:20:56 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_switchBack_shouldReturnToOriginal"
"","3456","Verify logout after successful login","Web Test Suite","Thu Mar 26 17:20:53 UTC 2026","passed","Thu Mar 26 17:20:56 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_thenLogout_shouldReturnToLoginPage"
"","4546","Data-driven: verify error messages for invalid credentials","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:51 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","904","Hover over first profile to reveal name","Web Test Suite","Thu Mar 26 17:20:55 UTC 2026","passed","Thu Mar 26 17:20:56 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_firstProfile_shouldShowName"
"","3100","Unauthenticated request to protected endpoint returns 401","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:38 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_noCredentials_shouldReturn401"
"","4543","Data-driven: verify error messages for invalid credentials","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:51 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2094","Read text content from an iFrame","Web Test Suite","Thu Mar 26 17:20:53 UTC 2026","passed","Thu Mar 26 17:20:55 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_readContent_shouldReturnText"
"","4143","POST user validates against JSON schema","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.SchemaValidationTest","API Tests","ra.hul.tests.api.SchemaValidationTest","postUser_shouldMatchJsonSchema"
"","2801","Select Option 1 from dropdown","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:49 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption1_shouldBeSelected"
"","1872","Open new window and verify heading","Web Test Suite","Thu Mar 26 17:20:53 UTC 2026","passed","Thu Mar 26 17:20:55 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_openNew_shouldShowNewWindowHeading"
"","4913","Chain multiple requests and validate data flow","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_multiStep_shouldMaintainDataIntegrity"
"Validates that a user can log in with valid credentials and sees the secure area","3889","Verify successful login with valid credentials","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:50 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_validCredentials_shouldShowSecurePage"
"","4250","GET /get returns 200 with URL in response","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_shouldReturn200"
"","1362","Dismiss a JS confirm and verify Cancel result","Web Test Suite","Thu Mar 26 17:20:51 UTC 2026","passed","Thu Mar 26 17:20:53 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_dismiss_shouldShowCancelResult"
"","3098","POST with empty body returns 200","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:38 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_emptyBody_shouldReturn200"
"","7774","Wait for hidden element to appear after clicking start","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:54 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example1_shouldShowHiddenElement"
"","4292","Basic auth with valid credentials returns 200","API Test Suite","Thu Mar 26 17:20:34 UTC 2026","passed","Thu Mar 26 17:20:39 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_validCredentials_shouldReturn200"
"","2322","Toggle first checkbox and verify state change","Web Test Suite","Thu Mar 26 17:20:46 UTC 2026","passed","Thu Mar 26 17:20:48 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkbox_toggleFirst_shouldChangeState"
