"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3758","Custom headers are echoed back by /headers","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:59 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_customHeaders_shouldBeEchoed"
"","1371","Accept a JS confirm and verify OK result","Web Test Suite","Sat Mar 28 11:45:15 UTC 2026","passed","Sat Mar 28 11:45:16 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_accept_shouldShowOkResult"
"","2633","POST with empty body returns 200","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:58 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_emptyBody_shouldReturn200"
"","2876","GET /get response time should be within SLA","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:58 UTC 2026","ra.hul.tests.api.ResponseTimeTest","API Tests","ra.hul.tests.api.ResponseTimeTest","get_responseTime_shouldBeWithinSla"
"","2615","Unauthenticated request to protected endpoint returns 401","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:58 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_noCredentials_shouldReturn401"
"","3712","GET /get returns 200 with URL in response","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:59 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_shouldReturn200"
"","3050","Select Option 1 from dropdown","Web Test Suite","Sat Mar 28 11:45:09 UTC 2026","passed","Sat Mar 28 11:45:12 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption1_shouldBeSelected"
"","2120","Upload a text file and verify the filename is displayed","Web Test Suite","Sat Mar 28 11:45:14 UTC 2026","passed","Sat Mar 28 11:45:16 UTC 2026","ra.hul.tests.web.FileUploadTest","Web Regression Tests","ra.hul.tests.web.FileUploadTest","fileUpload_textFile_shouldShowUploadedName"
"","2044","Accept a JS alert and verify result text","Web Test Suite","Sat Mar 28 11:45:14 UTC 2026","passed","Sat Mar 28 11:45:16 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsAlert_accept_shouldShowSuccessResult"
"","4154","Chain POST -> extract data -> GET with extracted data","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:59 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_postThenGetWithExtractedData"
"","1423","Verify checkboxes page loads with 2 checkboxes","Web Test Suite","Sat Mar 28 11:45:09 UTC 2026","passed","Sat Mar 28 11:45:11 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkboxes_pageLoad_shouldShowTwoCheckboxes"
"","3239","DELETE /delete returns 200","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:44:58 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","delete_shouldReturn200"
"","1382","Switch back to original window after opening new one","Web Test Suite","Sat Mar 28 11:45:17 UTC 2026","passed","Sat Mar 28 11:45:19 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_switchBack_shouldReturnToOriginal"
"","289","Hover over third profile to reveal name","Web Test Suite","Sat Mar 28 11:45:20 UTC 2026","passed","Sat Mar 28 11:45:20 UTC 2026","ra.hul.tests.web.HoverTest","Web Regression Tests","ra.hul.tests.web.HoverTest","hover_thirdProfile_shouldShowName"
"","5278","Chain multiple requests and validate data flow","API Test Suite","Sat Mar 28 11:44:55 UTC 2026","passed","Sat Mar 28 11:45:00 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_multiStep_shouldMaintainDataIntegrity"
"","3156","Read text content from an iFrame","Web Test Suite","Sat Mar 28 11:45:16 UTC 2026","passed","Sat Mar 28 11:45:19 UTC 2026","ra.hul.tests.web.FramesTest","Web Regression Tests","ra.hul.tests.web.FramesTest","iframe_readContent_shouldReturnText"
"","1852","Open new window and verify heading","Web Test Suite","Sat Mar 28 11:45:17 UTC 2026","passed","Sat Mar 28 11:45:18 UTC 2026","ra.hul.tests.web.MultipleWindowsTest","Web Regression Tests","ra.hul.tests.web.MultipleWindowsTest","multipleWindows_openNew_shouldShowNewWindowHeading"
